uid,path,cog,fri_dur,word,consonant,vowel,train,label,label_idx,class
isi_2466,PhonGen2025/data/isi/isi_2466.npy,4511.47526067337,180.32609154591583,isi,s,i,no,isi,16,isi
isi_0466,PhonGen2025/data/isi/isi_0466.npy,3847.497603581609,166.77398150038982,isi,s,i,no,isi,16,isi
isi_2883,PhonGen2025/data/isi/isi_2883.npy,4170.864348926976,170.45938066678514,isi,s,i,no,isi,16,isi
isi_4962,PhonGen2025/data/isi/isi_4962.npy,4811.816390585882,163.09945394295147,isi,s,i,no,isi,16,isi
isi_7043,PhonGen2025/data/isi/isi_7043.npy,3619.885731321799,165.80033239989714,isi,s,i,no,isi,16,isi
isi_6241,PhonGen2025/data/isi/isi_6241.npy,3793.761666145282,169.3563376447006,isi,s,i,no,isi,16,isi
isi_5448,PhonGen2025/data/isi/isi_5448.npy,3516.3829367628905,163.87771055844226,isi,s,i,no,isi,16,isi
isi_1503,PhonGen2025/data/isi/isi_1503.npy,3524.059529579343,169.74230966276684,isi,s,i,no,isi,16,isi
isi_3916,PhonGen2025/data/isi/isi_3916.npy,3604.8722702525065,172.97685202773255,isi,s,i,no,isi,16,isi
isi_3263,PhonGen2025/data/isi/isi_3263.npy,4304.797699396964,183.30305013501703,isi,s,i,no,isi,16,isi
isi_0264,PhonGen2025/data/isi/isi_0264.npy,4559.004427860246,165.45971104047712,isi,s,i,no,isi,16,isi
isi_3807,PhonGen2025/data/isi/isi_3807.npy,4012.763799951072,177.93840312720005,isi,s,i,no,isi,16,isi
isi_4085,PhonGen2025/data/isi/isi_4085.npy,3871.6095812488097,181.00387692058865,isi,s,i,no,isi,16,isi
isi_7840,PhonGen2025/data/isi/isi_7840.npy,4771.000597773156,165.90515871200893,isi,s,i,no,isi,16,isi
isi_1812,PhonGen2025/data/isi/isi_1812.npy,4321.482376145844,179.2355737794935,isi,s,i,no,isi,16,isi
isi_1145,PhonGen2025/data/isi/isi_1145.npy,4089.1936061308456,155.5202831391598,isi,s,i,no,isi,16,isi
isi_5828,PhonGen2025/data/isi/isi_5828.npy,4728.206856861796,171.62056193371308,isi,s,i,no,isi,16,isi
isi_2150,PhonGen2025/data/isi/isi_2150.npy,3605.293576149716,179.87700494948226,isi,s,i,no,isi,16,isi
isi_3930,PhonGen2025/data/isi/isi_3930.npy,3704.48088840081,177.57119490388916,isi,s,i,no,isi,16,isi
isi_6320,PhonGen2025/data/isi/isi_6320.npy,4602.543489968959,156.98842048756296,isi,s,i,no,isi,16,isi
isi_3291,PhonGen2025/data/isi/isi_3291.npy,3497.794128785562,186.07566325908093,isi,s,i,no,isi,16,isi
isi_0683,PhonGen2025/data/isi/isi_0683.npy,3813.173915776908,177.2623752908797,isi,s,i,no,isi,16,isi
isi_2841,PhonGen2025/data/isi/isi_2841.npy,3803.442683705444,148.30066134491773,isi,s,i,no,isi,16,isi
isi_1003,PhonGen2025/data/isi/isi_1003.npy,4335.552554829726,170.83234140319,isi,s,i,no,isi,16,isi
isi_6756,PhonGen2025/data/isi/isi_6756.npy,3656.181343593589,159.55848113861472,isi,s,i,no,isi,16,isi
isi_5130,PhonGen2025/data/isi/isi_5130.npy,3861.210344192931,172.63492362641122,isi,s,i,no,isi,16,isi
isi_4291,PhonGen2025/data/isi/isi_4291.npy,3128.7145233263905,187.9010081677881,isi,s,i,no,isi,16,isi
isi_2174,PhonGen2025/data/isi/isi_2174.npy,4515.509465337571,168.0620744371691,isi,s,i,no,isi,16,isi
isi_0484,PhonGen2025/data/isi/isi_0484.npy,3877.9610583309054,174.88843985949026,isi,s,i,no,isi,16,isi
isi_3814,PhonGen2025/data/isi/isi_3814.npy,4441.808137424061,181.76452464371573,isi,s,i,no,isi,16,isi
isi_4415,PhonGen2025/data/isi/isi_4415.npy,4650.805255696436,163.75779346243286,isi,s,i,no,isi,16,isi
isi_0519,PhonGen2025/data/isi/isi_0519.npy,4169.449488984559,165.37163195235087,isi,s,i,no,isi,16,isi
isi_6989,PhonGen2025/data/isi/isi_6989.npy,3610.481295569897,188.20298195685808,isi,s,i,no,isi,16,isi
isi_1346,PhonGen2025/data/isi/isi_1346.npy,3700.488330338569,166.0563893329574,isi,s,i,no,isi,16,isi
isi_0697,PhonGen2025/data/isi/isi_0697.npy,4452.573147100374,175.14435462306292,isi,s,i,no,isi,16,isi
isi_1010,PhonGen2025/data/isi/isi_1010.npy,3704.396256082684,182.26394312441693,isi,s,i,no,isi,16,isi
isi_6318,PhonGen2025/data/isi/isi_6318.npy,4071.156118479951,154.71092927188317,isi,s,i,no,isi,16,isi
isi_6596,PhonGen2025/data/isi/isi_6596.npy,3702.1805425376647,166.23590281948668,isi,s,i,no,isi,16,isi
isi_2771,PhonGen2025/data/isi/isi_2771.npy,4743.44723625698,160.87869142623816,isi,s,i,no,isi,16,isi
LsL_2216,PhonGen2025/data/LsL/LsL_2216.npy,3026.6562611315226,173.53404593519988,LsL,s,L,no,LsL,17,LsL
LsL_2583,PhonGen2025/data/LsL/LsL_2583.npy,3161.7272514717006,179.9089177186505,LsL,s,L,no,LsL,17,LsL
LsL_1663,PhonGen2025/data/LsL/LsL_1663.npy,3121.250315978782,194.43336076138505,LsL,s,L,no,LsL,17,LsL
LsL_3028,PhonGen2025/data/LsL/LsL_3028.npy,3764.9598255718033,186.68068806722343,LsL,s,L,no,LsL,17,LsL
LsL_4344,PhonGen2025/data/LsL/LsL_4344.npy,3892.8304823784097,190.5930058203738,LsL,s,L,no,LsL,17,LsL
LsL_2681,PhonGen2025/data/LsL/LsL_2681.npy,4406.404532494573,178.99131275282036,LsL,s,L,no,LsL,17,LsL
LsL_1766,PhonGen2025/data/LsL/LsL_1766.npy,4049.949941239866,164.27123158739866,LsL,s,L,no,LsL,17,LsL
LsL_1124,PhonGen2025/data/LsL/LsL_1124.npy,3875.118069938479,189.0806763590198,LsL,s,L,no,LsL,17,LsL
LsL_4055,PhonGen2025/data/LsL/LsL_4055.npy,4261.828729330072,165.2553336969851,LsL,s,L,no,LsL,17,LsL
LsL_3762,PhonGen2025/data/LsL/LsL_3762.npy,4122.193316904869,187.2215575263349,LsL,s,L,no,LsL,17,LsL
LsL_1536,PhonGen2025/data/LsL/LsL_1536.npy,4177.75290344218,171.83037223030593,LsL,s,L,no,LsL,17,LsL
LsL_2945,PhonGen2025/data/LsL/LsL_2945.npy,4339.693574118371,152.20039974692986,LsL,s,L,no,LsL,17,LsL
LsL_2988,PhonGen2025/data/LsL/LsL_2988.npy,3906.914879184697,175.63742683474476,LsL,s,L,no,LsL,17,LsL
LsL_4292,PhonGen2025/data/LsL/LsL_4292.npy,3555.466186043285,193.62729381371165,LsL,s,L,no,LsL,17,LsL
LsL_4343,PhonGen2025/data/LsL/LsL_4343.npy,3919.73436620826,162.19645836815877,LsL,s,L,no,LsL,17,LsL
LsL_4425,PhonGen2025/data/LsL/LsL_4425.npy,4090.2297756785338,169.9923471344266,LsL,s,L,no,LsL,17,LsL
LsL_7942,PhonGen2025/data/LsL/LsL_7942.npy,4169.873307463064,176.74861050715344,LsL,s,L,no,LsL,17,LsL
LsL_4998,PhonGen2025/data/LsL/LsL_4998.npy,4381.217743555114,175.99366622390673,LsL,s,L,no,LsL,17,LsL
LsL_2749,PhonGen2025/data/LsL/LsL_2749.npy,3743.249868642455,180.67527313024868,LsL,s,L,no,LsL,17,LsL
LsL_2303,PhonGen2025/data/LsL/LsL_2303.npy,4412.235970265868,194.5553407634136,LsL,s,L,no,LsL,17,LsL
LsL_3933,PhonGen2025/data/LsL/LsL_3933.npy,4133.770363233264,169.4465120496209,LsL,s,L,no,LsL,17,LsL
LsL_5957,PhonGen2025/data/LsL/LsL_5957.npy,3808.9873334100166,163.35271880931955,LsL,s,L,no,LsL,17,LsL
LsL_6132,PhonGen2025/data/LsL/LsL_6132.npy,3840.134782886728,199.7446886456304,LsL,s,L,no,LsL,17,LsL
LsL_7597,PhonGen2025/data/LsL/LsL_7597.npy,4066.394521082014,169.5682178716762,LsL,s,L,no,LsL,17,LsL
LsL_0795,PhonGen2025/data/LsL/LsL_0795.npy,4565.460407342947,168.01923211381362,LsL,s,L,no,LsL,17,LsL
LsL_3164,PhonGen2025/data/LsL/LsL_3164.npy,4680.439867223191,161.98975374191951,LsL,s,L,no,LsL,17,LsL
LsL_7941,PhonGen2025/data/LsL/LsL_7941.npy,3461.9560171763846,166.44081748090127,LsL,s,L,no,LsL,17,LsL
LsL_3182,PhonGen2025/data/LsL/LsL_3182.npy,4654.0413490194105,183.4172869266409,LsL,s,L,no,LsL,17,LsL
LsL_0764,PhonGen2025/data/LsL/LsL_0764.npy,3388.5518957810023,184.90727079129888,LsL,s,L,no,LsL,17,LsL
LsL_3079,PhonGen2025/data/LsL/LsL_3079.npy,4259.396010354014,180.449979669562,LsL,s,L,no,LsL,17,LsL
LsL_0812,PhonGen2025/data/LsL/LsL_0812.npy,4826.291985232073,172.20549024615755,LsL,s,L,no,LsL,17,LsL
LsL_7260,PhonGen2025/data/LsL/LsL_7260.npy,3468.5818708894003,193.8145762173817,LsL,s,L,no,LsL,17,LsL
LsL_6932,PhonGen2025/data/LsL/LsL_6932.npy,4936.028630371187,164.87209362256888,LsL,s,L,no,LsL,17,LsL
LsL_1619,PhonGen2025/data/LsL/LsL_1619.npy,3917.453204939705,173.00978296423807,LsL,s,L,no,LsL,17,LsL
LsL_6827,PhonGen2025/data/LsL/LsL_6827.npy,3808.493610990944,174.78848851169445,LsL,s,L,no,LsL,17,LsL
LsL_1043,PhonGen2025/data/LsL/LsL_1043.npy,4055.603050941384,170.0101373959078,LsL,s,L,no,LsL,17,LsL
LsL_5319,PhonGen2025/data/LsL/LsL_5319.npy,4182.060402073042,175.12248406393377,LsL,s,L,no,LsL,17,LsL
LsL_4795,PhonGen2025/data/LsL/LsL_4795.npy,4178.585821139861,157.99594383609224,LsL,s,L,no,LsL,17,LsL
LsL_0488,PhonGen2025/data/LsL/LsL_0488.npy,4188.418571660255,179.13665971638991,LsL,s,L,no,LsL,17,LsL
LsL_1018,PhonGen2025/data/LsL/LsL_1018.npy,4193.094436797369,159.6110298146267,LsL,s,L,no,LsL,17,LsL
LsL_2816,PhonGen2025/data/LsL/LsL_2816.npy,3724.4265346175534,174.93482873136952,LsL,s,L,no,LsL,17,LsL
LsL_2717,PhonGen2025/data/LsL/LsL_2717.npy,3284.814772681756,174.3485341588894,LsL,s,L,no,LsL,17,LsL
LsL_5364,PhonGen2025/data/LsL/LsL_5364.npy,4657.528859425072,183.2434449110037,LsL,s,L,no,LsL,17,LsL
LsL_2930,PhonGen2025/data/LsL/LsL_2930.npy,4179.604657727328,151.6473970169464,LsL,s,L,no,LsL,17,LsL
LsL_3363,PhonGen2025/data/LsL/LsL_3363.npy,4306.92257555671,171.73757779479695,LsL,s,L,no,LsL,17,LsL
LsL_5166,PhonGen2025/data/LsL/LsL_5166.npy,3512.3353962876,186.4180621622821,LsL,s,L,no,LsL,17,LsL
LsL_1076,PhonGen2025/data/LsL/LsL_1076.npy,3724.859044361608,179.4678729608735,LsL,s,L,no,LsL,17,LsL
LsL_6399,PhonGen2025/data/LsL/LsL_6399.npy,3394.861127207233,162.80707858857662,LsL,s,L,no,LsL,17,LsL
LsL_4982,PhonGen2025/data/LsL/LsL_4982.npy,4622.569567811463,162.63052057482489,LsL,s,L,no,LsL,17,LsL
LsL_6229,PhonGen2025/data/LsL/LsL_6229.npy,4155.346039876332,183.0964600545321,LsL,s,L,no,LsL,17,LsL
LsL_2922,PhonGen2025/data/LsL/LsL_2922.npy,3879.584743282336,176.2675866147944,LsL,s,L,no,LsL,17,LsL
LsL_4020,PhonGen2025/data/LsL/LsL_4020.npy,3760.4226837858846,188.2515500893478,LsL,s,L,no,LsL,17,LsL
LsL_4332,PhonGen2025/data/LsL/LsL_4332.npy,4592.750966202905,196.02418048965976,LsL,s,L,no,LsL,17,LsL
LsL_7000,PhonGen2025/data/LsL/LsL_7000.npy,4249.601552671049,172.08060804013732,LsL,s,L,no,LsL,17,LsL
LsL_1323,PhonGen2025/data/LsL/LsL_1323.npy,3612.9768349849214,169.18536842277214,LsL,s,L,no,LsL,17,LsL
LsL_7732,PhonGen2025/data/LsL/LsL_7732.npy,3701.7761544867617,175.32516476471716,LsL,s,L,no,LsL,17,LsL
LsL_2253,PhonGen2025/data/LsL/LsL_2253.npy,4745.612161467163,162.89617282252726,LsL,s,L,no,LsL,17,LsL
LsL_6655,PhonGen2025/data/LsL/LsL_6655.npy,4646.3097044347805,167.54316688198014,LsL,s,L,no,LsL,17,LsL
LsL_7245,PhonGen2025/data/LsL/LsL_7245.npy,4130.538038366294,155.68614258072583,LsL,s,L,no,LsL,17,LsL
LsL_0867,PhonGen2025/data/LsL/LsL_0867.npy,3269.3946358009853,168.75708878979324,LsL,s,L,no,LsL,17,LsL
LsL_5592,PhonGen2025/data/LsL/LsL_5592.npy,3970.738252393888,172.71964313831324,LsL,s,L,no,LsL,17,LsL
LsL_2466,PhonGen2025/data/LsL/LsL_2466.npy,3859.792560602385,175.66435142028982,LsL,s,L,no,LsL,17,LsL
LsL_0466,PhonGen2025/data/LsL/LsL_0466.npy,4274.167489643532,180.2401502745238,LsL,s,L,no,LsL,17,LsL
LsL_2883,PhonGen2025/data/LsL/LsL_2883.npy,3645.6456940223993,161.16902285478722,LsL,s,L,no,LsL,17,LsL
LsL_4962,PhonGen2025/data/LsL/LsL_4962.npy,3886.5838165963455,172.4107008547576,LsL,s,L,no,LsL,17,LsL
LsL_7043,PhonGen2025/data/LsL/LsL_7043.npy,4826.157894957851,164.97315980258244,LsL,s,L,no,LsL,17,LsL
LsL_6241,PhonGen2025/data/LsL/LsL_6241.npy,4783.948696749907,160.92915784346252,LsL,s,L,no,LsL,17,LsL
LsL_5448,PhonGen2025/data/LsL/LsL_5448.npy,3524.046850102213,165.79145642287625,LsL,s,L,no,LsL,17,LsL
LsL_1503,PhonGen2025/data/LsL/LsL_1503.npy,4653.8921276312685,184.3234268508907,LsL,s,L,no,LsL,17,LsL
LsL_3916,PhonGen2025/data/LsL/LsL_3916.npy,3917.6928781732618,161.73275523977398,LsL,s,L,no,LsL,17,LsL
LsL_3263,PhonGen2025/data/LsL/LsL_3263.npy,4905.094751249131,180.2667791401539,LsL,s,L,no,LsL,17,LsL
LsL_0264,PhonGen2025/data/LsL/LsL_0264.npy,4299.254370396389,172.25819940136324,LsL,s,L,no,LsL,17,LsL
LsL_3807,PhonGen2025/data/LsL/LsL_3807.npy,3643.699224797342,181.6719297902848,LsL,s,L,no,LsL,17,LsL
LsL_4085,PhonGen2025/data/LsL/LsL_4085.npy,4097.60698520009,174.55027617126797,LsL,s,L,no,LsL,17,LsL
LsL_7840,PhonGen2025/data/LsL/LsL_7840.npy,4264.318917012596,185.1598814659918,LsL,s,L,no,LsL,17,LsL
LsL_1812,PhonGen2025/data/LsL/LsL_1812.npy,4709.956082671039,150.87798139616132,LsL,s,L,no,LsL,17,LsL
LsL_1145,PhonGen2025/data/LsL/LsL_1145.npy,4009.9681270219385,159.18866926720833,LsL,s,L,no,LsL,17,LsL
LsL_5828,PhonGen2025/data/LsL/LsL_5828.npy,3596.0490248379856,173.32336917341985,LsL,s,L,no,LsL,17,LsL
LsL_2150,PhonGen2025/data/LsL/LsL_2150.npy,4436.866466452447,162.96338355807842,LsL,s,L,no,LsL,17,LsL
LsL_3930,PhonGen2025/data/LsL/LsL_3930.npy,3966.8422593086,174.73194058092866,LsL,s,L,no,LsL,17,LsL
LsL_6320,PhonGen2025/data/LsL/LsL_6320.npy,3291.358284153187,167.0307592882604,LsL,s,L,no,LsL,17,LsL
LsL_3291,PhonGen2025/data/LsL/LsL_3291.npy,3921.595527010287,180.06986484197083,LsL,s,L,no,LsL,17,LsL
LsL_0683,PhonGen2025/data/LsL/LsL_0683.npy,4649.193508638467,170.2825307535999,LsL,s,L,no,LsL,17,LsL
LsL_2841,PhonGen2025/data/LsL/LsL_2841.npy,3358.9802113492174,168.3513952348666,LsL,s,L,no,LsL,17,LsL
LsL_1003,PhonGen2025/data/LsL/LsL_1003.npy,4569.675901303311,196.1673944916324,LsL,s,L,no,LsL,17,LsL
LsL_6756,PhonGen2025/data/LsL/LsL_6756.npy,3905.653076990424,173.1657949466549,LsL,s,L,no,LsL,17,LsL
LsL_5130,PhonGen2025/data/LsL/LsL_5130.npy,4242.511325593872,190.80298461663915,LsL,s,L,no,LsL,17,LsL
LsL_4291,PhonGen2025/data/LsL/LsL_4291.npy,4440.2858387447295,171.15425922778903,LsL,s,L,no,LsL,17,LsL
LsL_2174,PhonGen2025/data/LsL/LsL_2174.npy,3834.2168119880457,167.50810156922822,LsL,s,L,no,LsL,17,LsL
LsL_0484,PhonGen2025/data/LsL/LsL_0484.npy,3755.9333751601816,173.7688224147739,LsL,s,L,no,LsL,17,LsL
LsL_3814,PhonGen2025/data/LsL/LsL_3814.npy,3176.688982723679,182.96037553988847,LsL,s,L,no,LsL,17,LsL
LsL_4415,PhonGen2025/data/LsL/LsL_4415.npy,3102.321682971773,160.33333765403506,LsL,s,L,no,LsL,17,LsL
LsL_0519,PhonGen2025/data/LsL/LsL_0519.npy,4105.543682038489,160.23298943282794,LsL,s,L,no,LsL,17,LsL
LsL_6989,PhonGen2025/data/LsL/LsL_6989.npy,4291.547325956171,191.1963292849495,LsL,s,L,no,LsL,17,LsL
LsL_1346,PhonGen2025/data/LsL/LsL_1346.npy,3762.079395238606,177.5698020473744,LsL,s,L,no,LsL,17,LsL
LsL_0697,PhonGen2025/data/LsL/LsL_0697.npy,4534.025044640501,159.11411170645255,LsL,s,L,no,LsL,17,LsL
LsL_1010,PhonGen2025/data/LsL/LsL_1010.npy,3576.575841731091,162.60282745646725,LsL,s,L,no,LsL,17,LsL
LsL_6318,PhonGen2025/data/LsL/LsL_6318.npy,3835.1985655802014,167.99465438457744,LsL,s,L,no,LsL,17,LsL
LsL_6596,PhonGen2025/data/LsL/LsL_6596.npy,4049.35007146822,171.1072483582225,LsL,s,L,no,LsL,17,LsL
LsL_2771,PhonGen2025/data/LsL/LsL_2771.npy,4740.84047225059,179.21384707849532,LsL,s,L,no,LsL,17,LsL
ese_2216,PhonGen2025/data/ese/ese_2216.npy,4524.865495644864,185.28045917586823,ese,s,e,no,ese,18,ese
ese_2583,PhonGen2025/data/ese/ese_2583.npy,3890.6876670878064,186.468670372541,ese,s,e,no,ese,18,ese
ese_1663,PhonGen2025/data/ese/ese_1663.npy,4377.019308328563,164.53305943405837,ese,s,e,no,ese,18,ese
ese_3028,PhonGen2025/data/ese/ese_3028.npy,4104.2984242108605,167.98113250845708,ese,s,e,no,ese,18,ese
ese_4344,PhonGen2025/data/ese/ese_4344.npy,3264.2047531117764,166.17062980366669,ese,s,e,no,ese,18,ese
ese_2681,PhonGen2025/data/ese/ese_2681.npy,4159.668774316709,186.9506154047133,ese,s,e,no,ese,18,ese
ese_1766,PhonGen2025/data/ese/ese_1766.npy,4414.712059397772,156.69011460037927,ese,s,e,no,ese,18,ese
ese_1124,PhonGen2025/data/ese/ese_1124.npy,3783.874859454976,180.90576069021503,ese,s,e,no,ese,18,ese
ese_4055,PhonGen2025/data/ese/ese_4055.npy,3962.72244372767,169.9950215269167,ese,s,e,no,ese,18,ese
ese_3762,PhonGen2025/data/ese/ese_3762.npy,4320.284979704581,176.3592140174244,ese,s,e,no,ese,18,ese
ese_1536,PhonGen2025/data/ese/ese_1536.npy,4225.725632166741,182.8341595578952,ese,s,e,no,ese,18,ese
ese_2945,PhonGen2025/data/ese/ese_2945.npy,4103.698410170483,183.63705301543064,ese,s,e,no,ese,18,ese
ese_2988,PhonGen2025/data/ese/ese_2988.npy,4239.3007560441165,172.2042469843502,ese,s,e,no,ese,18,ese
ese_4292,PhonGen2025/data/ese/ese_4292.npy,4015.98646031978,173.624880920021,ese,s,e,no,ese,18,ese
ese_4343,PhonGen2025/data/ese/ese_4343.npy,4350.6057560165455,182.91654674804812,ese,s,e,no,ese,18,ese
ese_4425,PhonGen2025/data/ese/ese_4425.npy,4234.80907262412,183.47017002907145,ese,s,e,no,ese,18,ese
ese_7942,PhonGen2025/data/ese/ese_7942.npy,4301.94789951692,168.6705835578117,ese,s,e,no,ese,18,ese
ese_4998,PhonGen2025/data/ese/ese_4998.npy,4110.479274682541,183.34585152543264,ese,s,e,no,ese,18,ese
ese_2749,PhonGen2025/data/ese/ese_2749.npy,4624.779459817709,163.7677866532849,ese,s,e,no,ese,18,ese
ese_2303,PhonGen2025/data/ese/ese_2303.npy,4292.995252628342,175.64913936590673,ese,s,e,no,ese,18,ese
ese_3933,PhonGen2025/data/ese/ese_3933.npy,4002.8259093112806,157.54770292251015,ese,s,e,no,ese,18,ese
ese_5957,PhonGen2025/data/ese/ese_5957.npy,4333.203423645212,149.97711583495624,ese,s,e,no,ese,18,ese
ese_6132,PhonGen2025/data/ese/ese_6132.npy,3505.0984223677347,174.5188873428771,ese,s,e,no,ese,18,ese
ese_7597,PhonGen2025/data/ese/ese_7597.npy,3818.093423842012,170.81105625481223,ese,s,e,no,ese,18,ese
ese_0795,PhonGen2025/data/ese/ese_0795.npy,3910.6798872778,159.74036628336412,ese,s,e,no,ese,18,ese
ese_3164,PhonGen2025/data/ese/ese_3164.npy,3895.375385803612,165.87563601439757,ese,s,e,no,ese,18,ese
ese_7941,PhonGen2025/data/ese/ese_7941.npy,4540.309741668051,189.53173528602755,ese,s,e,no,ese,18,ese
ese_3182,PhonGen2025/data/ese/ese_3182.npy,3647.910030771709,186.54518109704853,ese,s,e,no,ese,18,ese
ese_0764,PhonGen2025/data/ese/ese_0764.npy,4528.962562700085,153.9851167283934,ese,s,e,no,ese,18,ese
ese_3079,PhonGen2025/data/ese/ese_3079.npy,4020.989413555202,177.27219653148413,ese,s,e,no,ese,18,ese
ese_0812,PhonGen2025/data/ese/ese_0812.npy,4286.135912798205,175.17651199905714,ese,s,e,no,ese,18,ese
ese_7260,PhonGen2025/data/ese/ese_7260.npy,4614.458180101435,190.82580870446128,ese,s,e,no,ese,18,ese
ese_6932,PhonGen2025/data/ese/ese_6932.npy,4893.175907098631,182.804268314069,ese,s,e,no,ese,18,ese
ese_1619,PhonGen2025/data/ese/ese_1619.npy,4220.950319241704,165.18434690112338,ese,s,e,no,ese,18,ese
ese_6827,PhonGen2025/data/ese/ese_6827.npy,4327.536765172812,197.8678878883738,ese,s,e,no,ese,18,ese
ese_1043,PhonGen2025/data/ese/ese_1043.npy,3723.930475864912,194.82250634319595,ese,s,e,no,ese,18,ese
ese_5319,PhonGen2025/data/ese/ese_5319.npy,4944.9785119617,167.0218089863449,ese,s,e,no,ese,18,ese
ese_4795,PhonGen2025/data/ese/ese_4795.npy,4839.818012511058,194.4919212752632,ese,s,e,no,ese,18,ese
ese_0488,PhonGen2025/data/ese/ese_0488.npy,3525.452304958626,186.1133574240275,ese,s,e,no,ese,18,ese
ese_1018,PhonGen2025/data/ese/ese_1018.npy,4390.054390362023,160.31134269125516,ese,s,e,no,ese,18,ese
ese_2816,PhonGen2025/data/ese/ese_2816.npy,4201.337771005893,166.26871778452826,ese,s,e,no,ese,18,ese
ese_2717,PhonGen2025/data/ese/ese_2717.npy,3594.8157983551814,183.22867309680376,ese,s,e,no,ese,18,ese
ese_5364,PhonGen2025/data/ese/ese_5364.npy,4253.807121294047,184.9717584158292,ese,s,e,no,ese,18,ese
ese_2930,PhonGen2025/data/ese/ese_2930.npy,3653.854094159614,186.6933681654997,ese,s,e,no,ese,18,ese
ese_3363,PhonGen2025/data/ese/ese_3363.npy,3742.895919467681,187.09077605712648,ese,s,e,no,ese,18,ese
ese_5166,PhonGen2025/data/ese/ese_5166.npy,4053.078177752192,174.39406778143965,ese,s,e,no,ese,18,ese
ese_1076,PhonGen2025/data/ese/ese_1076.npy,4263.789949601731,183.8150091456316,ese,s,e,no,ese,18,ese
ese_6399,PhonGen2025/data/ese/ese_6399.npy,3431.521942051788,182.08681652949923,ese,s,e,no,ese,18,ese
ese_4982,PhonGen2025/data/ese/ese_4982.npy,4678.411604046303,162.08947735111147,ese,s,e,no,ese,18,ese
ese_6229,PhonGen2025/data/ese/ese_6229.npy,4336.639040100932,188.162585320403,ese,s,e,no,ese,18,ese
ese_2922,PhonGen2025/data/ese/ese_2922.npy,3145.724499502576,170.64566311885346,ese,s,e,no,ese,18,ese
ese_4020,PhonGen2025/data/ese/ese_4020.npy,3478.4852498029286,172.4164792569535,ese,s,e,no,ese,18,ese
ese_4332,PhonGen2025/data/ese/ese_4332.npy,4263.933653422288,193.68322856768208,ese,s,e,no,ese,18,ese
ese_7000,PhonGen2025/data/ese/ese_7000.npy,4658.3427828290205,181.8199896404706,ese,s,e,no,ese,18,ese
ese_1323,PhonGen2025/data/ese/ese_1323.npy,4468.000156496175,176.79499828496444,ese,s,e,no,ese,18,ese
ese_7732,PhonGen2025/data/ese/ese_7732.npy,4714.434760622685,187.306671064862,ese,s,e,no,ese,18,ese
ese_2253,PhonGen2025/data/ese/ese_2253.npy,3288.502296642936,183.16338241841447,ese,s,e,no,ese,18,ese
ese_6655,PhonGen2025/data/ese/ese_6655.npy,3936.957842629609,178.99083810476918,ese,s,e,no,ese,18,ese
ese_7245,PhonGen2025/data/ese/ese_7245.npy,4922.290147919032,158.2612764836414,ese,s,e,no,ese,18,ese
ese_0867,PhonGen2025/data/ese/ese_0867.npy,4317.871231015107,178.04269705732702,ese,s,e,no,ese,18,ese
ese_5592,PhonGen2025/data/ese/ese_5592.npy,3684.253504728479,184.96824245198457,ese,s,e,no,ese,18,ese
ese_2466,PhonGen2025/data/ese/ese_2466.npy,4166.7120478838015,173.38660159042558,ese,s,e,no,ese,18,ese
ese_0466,PhonGen2025/data/ese/ese_0466.npy,3325.823679714156,171.15765354679192,ese,s,e,no,ese,18,ese
ese_2883,PhonGen2025/data/ese/ese_2883.npy,3991.4767227195257,148.68057394193855,ese,s,e,no,ese,18,ese
ese_4962,PhonGen2025/data/ese/ese_4962.npy,4249.912781290842,184.6223975842256,ese,s,e,no,ese,18,ese
ese_7043,PhonGen2025/data/ese/ese_7043.npy,4535.376549829546,172.58581895790954,ese,s,e,no,ese,18,ese
ese_6241,PhonGen2025/data/ese/ese_6241.npy,4044.411750698356,173.18889894382218,ese,s,e,no,ese,18,ese
ese_5448,PhonGen2025/data/ese/ese_5448.npy,3653.109240102656,180.55866531389185,ese,s,e,no,ese,18,ese
ese_1503,PhonGen2025/data/ese/ese_1503.npy,4260.103719879172,168.45699097655935,ese,s,e,no,ese,18,ese
ese_3916,PhonGen2025/data/ese/ese_3916.npy,4363.651195515337,193.43080832220903,ese,s,e,no,ese,18,ese
ese_3263,PhonGen2025/data/ese/ese_3263.npy,3931.507960160772,178.3026361259349,ese,s,e,no,ese,18,ese
ese_0264,PhonGen2025/data/ese/ese_0264.npy,4441.39232389014,162.5314793519857,ese,s,e,no,ese,18,ese
ese_3807,PhonGen2025/data/ese/ese_3807.npy,3018.061358474549,171.7277197627025,ese,s,e,no,ese,18,ese
ese_4085,PhonGen2025/data/ese/ese_4085.npy,4299.92929276488,169.11948272210464,ese,s,e,no,ese,18,ese
ese_7840,PhonGen2025/data/ese/ese_7840.npy,4202.074107198681,179.7886689683402,ese,s,e,no,ese,18,ese
ese_1812,PhonGen2025/data/ese/ese_1812.npy,3873.575791052809,167.12797253599626,ese,s,e,no,ese,18,ese
ese_1145,PhonGen2025/data/ese/ese_1145.npy,3902.60513550777,189.93484882087887,ese,s,e,no,ese,18,ese
ese_5828,PhonGen2025/data/ese/ese_5828.npy,3265.269124033872,183.44597304447328,ese,s,e,no,ese,18,ese
ese_2150,PhonGen2025/data/ese/ese_2150.npy,3309.689902124388,193.3813443100165,ese,s,e,no,ese,18,ese
